,Text,Label
2743,"Too bad you couldn't get online,,,,,,,,,,,,,,,,",4
2744,"Sorry Sweety,,,,,,,,,,,,,,,,",3
2745,"been boring layin around all day,,,,,,,,,,,,,,,,",3
2746,"so u hadda long day eh?,,,,,,,,,,,,,,,,",4
2747,"otta work today,,,,,,,,,,,,,,,,",4
2748,"I was already thinking of the next time,,,,,,,,,,,,,,,,",4
2749,"Yep,,,,,,,,,,,,,,,,",4
2750,"Me too,,,,,,,,,,,,,,,,",4
2751,"She's kinda cute too,,,,,,,,,,,,,,,,",2
2752,"Nope,,,,,,,,,,,,,,,,",4
2753,"Wish you had a web cam,,,,,,,,,,,,,,,,",4
2754,"like to see you,,,,,,,,,,,,,,,,",4
2755,"i would luv all of that,,,,,,,,,,,,,,,,",4
2756,"kool,,,,,,,,,,,,,,,,",4
2757,"Hey,,,,,,,,,,,,,,,,",4
2758,"oh im srry i alreayd am skippin this weekend cauz i want next weekend to be here,,,,,,,,,,,,,,,,",2
2759,"Ohh ok,,,,,,,,,,,,,,,,",4
2760,"Uh huh,,,,,,,,,,,,,,,,",4
2761,"Me too,,,,,,,,,,,,,,,,",4
2762,"Call now if you want,,,,,,,,,,,,,,,,",4
2763,"Awww,,,,,,,,,,,,,,,,",4
2764,"i think i even gotta fever,,,,,,,,,,,,,,,,",4
2765,"Darn,,,,,,,,,,,,,,,,",4
2766,"im lazy,,,,,,,,,,,,,,,,",4
2767,"Feeling weak?,,,,,,,,,,,,,,,,",4
2768,"Yep,,,,,,,,,,,,,,,,",4
2769,"Have to behave under the blanket,,,,,,,,,,,,,,,,",5
2770,"B e hard to do,,,,,,,,,,,,,,,,",4
2771,"LOL,,,,,,,,,,,,,,,,",4
2772,"Would you try to behave?,,,,,,,,,,,,,,,,",4
2773,"i would,,,,,,,,,,,,,,,,",4
2774,"lol,,,,,,,,,,,,,,,,",4
2775,"Naaah Sweet maybe,,,,,,,,,,,,,,,,",3
2776,"Yep,,,,,,,,,,,,,,,,",4
2777,"i wanted to get online so bad earlier but just felt so crappy,,,,,,,,,,,,,,,,",4
2778,"but glad u r here now,,,,,,,,,,,,,,,,",4
2779,"k,,,,,,,,,,,,,,,,",4
2780,"i hope i can get up and on early to then,,,,,,,,,,,,,,,,",4
2781,"Get all the sleep that you can,,,,,,,,,,,,,,,,",4
2782,"oohh,,,,,,,,,,,,,,,,",4
2783,"If you want,,,,,,,,,,,,,,,,",4
2784,"we will be like a couple,,,,,,,,,,,,,,,,",4
2785,"omg i do,,,,,,,,,,,,,,,,",4
2786,"Good,,,,,,,,,,,,,,,,",4
2787,"I promise to never betray your trust,,,,,,,,,,,,,,,,",1
2788,"I wish,,,,,,,,,,,,,,,,",4
2789,"i would too,,,,,,,,,,,,,,,,",4
2790,"so much,,,,,,,,,,,,,,,,",4
2791,"Like that?,,,,,,,,,,,,,,,,",4
2792,"hek yah,,,,,,,,,,,,,,,,",4
2793,"Darn,,,,,,,,,,,,,,,,",4
2794,"I don't wanna wait,,,,,,,,,,,,,,,,",4
2795,"Good,,,,,,,,,,,,,,,,",4
2796,"Me too,,,,,,,,,,,,,,,,",4
2797,"Hmmm, on my way,,,,,,,,,,,,,,,",4
2798,"Too bad you don't feel well,,,,,,,,,,,,,,,,",4
2799,"i think i am gonna lay down for a lil bit feelin crappy again,,,,,,,,,,,,,,,,",4
2800,"think of me when you lay down,,,,,,,,,,,,,,,,",3
2801,"Hey, how are you Sweety?,,,,,,,,,,,,,,,",3
2802,"srry,,,,,,,,,,,,,,,,",4
2803,"i know its icky,,,,,,,,,,,,,,,,",4
2804,"Ohh no,,,,,,,,,,,,,,,,",4
2805,"Awww call me,,,,,,,,,,,,,,,,",4
2806,"Still got the number?,,,,,,,,,,,,,,,,",2
2807,"Darn Sweety,,,,,,,,,,,,,,,,",3
2808,"i wish u could to,,,,,,,,,,,,,,,,",4
2809,"my mom is up rite now so i will hafta wait,,,,,,,,,,,,,,,,",6
2810,"Great,,,,,,,,,,,,,,,,",4
2811,"i been in bed all day l ol,,,,,,,,,,,,,,,,",4
2812,"Too bad you're ill,,,,,,,,,,,,,,,,",4
2813,"It's bad,,,,,,,,,,,,,,,,",4
2814,"Yep,,,,,,,,,,,,,,,,",4
2815,"Ok,,,,,,,,,,,,,,,,",4
2816,"bye,,,,,,,,,,,,,,,,",0
2817,"hey,,,,,,,,,,,,,,,,",4
2818,"Great,,,,,,,,,,,,,,,,",4
2819,"Awww'' Nice of her,,,,,,,,,,,,,,,,",4
2820,"yah off n on all day,,,,,,,,,,,,,,,,",4
2821,"Good,,,,,,,,,,,,,,,,",4
2822,"Yes,,,,,,,,,,,,,,,,",4
2823,"Please do,,,,,,,,,,,,,,,,",4
2824,"Missed you today,,,,,,,,,,,,,,,,",3
2825,"goes there,,,,,,,,,,,,,,,,",4
2826,"I wish,,,,,,,,,,,,,,,,",4
2827,"good,,,,,,,,,,,,,,,,",4
2828,"I turned down a sire thing date today,,,,,,,,,,,,,,,,",4
2829,"A set up date,,,,,,,,,,,,,,,,",3
2830,"Good,,,,,,,,,,,,,,,,",4
2831,"i would like that to,,,,,,,,,,,,,,,,",4
2832,"Me too,,,,,,,,,,,,,,,,",4
2833,"i can c how it goes,,,,,,,,,,,,,,,,",4
2834,"i just wanna meet u,,,,,,,,,,,,,,,,",3
2835,"dont care when,,,,,,,,,,,,,,,,",4
2836,"Good,,,,,,,,,,,,,,,,",4
2837,"ooh,,,,,,,,,,,,,,,,",4
2838,"Hope it's not too cold,,,,,,,,,,,,,,,,",4
2839,"k,,,,,,,,,,,,,,,,",4
2840,"),,,,,,,,,,,,,,,,",4
2841,"I never saw her,,,,,,,,,,,,,,,,",4
2842,"awwww,,,,,,,,,,,,,,,,",4
2843,"me either,,,,,,,,,,,,,,,,",4
2844,"i never wanna get the flu again lol,,,,,,,,,,,,,,,,",4
2845,"From the hospital,,,,,,,,,,,,,,,,",4
2846,"i just dont wat days,,,,,,,,,,,,,,,,",4
2847,"rlly?,,,,,,,,,,,,,,,,",4
2848,"my first ungrounding,,,,,,,,,,,,,,,,",4
2849,"yah she would for sure,,,,,,,,,,,,,,,,",4
2850,"),,,,,,,,,,,,,,,,",4
2851,"Bet I can get you excited,,,,,,,,,,,,,,,,",4
2852,"Just thinking of you excites me,,,,,,,,,,,,,,,,",3
2853,"well thinking of u makes me really happy,,,,,,,,,,,,,,,,",1
2854,"Good,,,,,,,,,,,,,,,,",4
2855,"sSee your eyes light up,,,,,,,,,,,,,,,,",4
2856,"uh huh,,,,,,,,,,,,,,,,",4
2857,"I love how you look,,,,,,,,,,,,,,,,",2
2858,"I know how swet your lips will be,,,,,,,,,,,,,,,,",5
2859,"i hope so,,,,,,,,,,,,,,,,",4
2860,"so u think u will only ocme the one time?,,,,,,,,,,,,,,,,",4
2861,"to see you?,,,,,,,,,,,,,,,,",4
2862,"Noo, I wanna see you a lot,,,,,,,,,,,,,,,",3
2863,"i hope so,,,,,,,,,,,,,,,,",4
2864,"yah,,,,,,,,,,,,,,,,",4
2865,"i dont think so,,,,,,,,,,,,,,,,",4
2866,"sigh,,,,,,,,,,,,,,,,",4
2867,"i think everything with you will be awesome,,,,,,,,,,,,,,,,",2
2868,"lol,,,,,,,,,,,,,,,,",4
2869,"Only have a week,,,,,,,,,,,,,,,,",4
2870,"brb gtp,,,,,,,,,,,,,,,,",4
2871,"Ok,,,,,,,,,,,,,,,,",4
2872,"Bet you smell great too,,,,,,,,,,,,,,,,",2
2873,"Cmere,,,,,,,,,,,,,,,,",4
2874,"goes there,,,,,,,,,,,,,,,,",4
2875,"Sooon,,,,,,,,,,,,,,,,",4
2876,"We don't have to really do anything,,,,,,,,,,,,,,,,",4
2877,"well i do but dont want u to if u dont lol,,,,,,,,,,,,,,,,",4
2878,"if we do that is great ,,,,,,,,,,,,,,,,",4
2879,"i knwo u aint out to hurt me,,,,,,,,,,,,,,,,",1
2880,"It;s not big by any standard,,,,,,,,,,,,,,,,",4
2881,"But you're small and have a hymen,,,,,,,,,,,,,,,,",5
2882,"Uh huh,,,,,,,,,,,,,,,,",4
2883,"well it would hurt no matter wat rite?,,,,,,,,,,,,,,,,",4
2884,"uh oh,,,,,,,,,,,,,,,,",4
2885,"You can control how deep it goes then,,,,,,,,,,,,,,,,",5
2886,"Back?,,,,,,,,,,,,,,,,",4
2887,"Let me just hold you,,,,,,,,,,,,,,,,",3
2888,"yup,,,,,,,,,,,,,,,,",4
2889,"i will prolly tomorrow not sure if im gonna throw up,,,,,,,,,,,,,,,,",4
2890,"x,,,,,,,,,,,,,,,,",4
2891,"Cmere,,,,,,,,,,,,,,,,",4
2892,"Yep,,,,,,,,,,,,,,,,",4
2893,"Good,,,,,,,,,,,,,,,,",4
2894,"how u been?,,,,,,,,,,,,,,,,",4
2895,"i am better then i was,,,,,,,,,,,,,,,,",4
2896,"how answered the phone at ur house?,,,,,,,,,,,,,,,,",4
2897,"oh no did he say nething?,,,,,,,,,,,,,,,,",4
2898,"he was real ni ce,,,,,,,,,,,,,,,,",2
2899,"i didnt know if he would ask who i was or wat,,,,,,,,,,,,,,,,",4
2900,"Uh huh,,,,,,,,,,,,,,,,",4
2901,"Wanna spend a lot of time together?,,,,,,,,,,,,,,,,",3
2902,"heck yah!!!,,,,,,,,,,,,,,,,",4
2903,"I wanna just hold you for awhile,,,,,,,,,,,,,,,,",4
2904,"i woudl luv that,,,,,,,,,,,,,,,,",4
2905,"i would luv that to,,,,,,,,,,,,,,,,",4
2906,"Your ears,,,,,,,,,,,,,,,,",4
2907,"to you,,,,,,,,,,,,,,,,",4
2908,"only to me?,,,,,,,,,,,,,,,,",4
2909,"Iwant you to see how love is supposed to be,,,,,,,,,,,,,,,,",3
2910,"Me too,,,,,,,,,,,,,,,,",4
2911,"that will be the best,,,,,,,,,,,,,,,,",4
2912,"k,,,,,,,,,,,,,,,,",4
2913,"Goodlil car,,,,,,,,,,,,,,,,",4
2914,"cheap on gas?,,,,,,,,,,,,,,,,",4
2915,"thats good,,,,,,,,,,,,,,,,",4
2916,"Soend the day showing you things,,,,,,,,,,,,,,,,",2
2917,"Are you gonna be shy?,,,,,,,,,,,,,,,,",3
2918,"u aint spookin me i like u lots so far,,,,,,,,,,,,,,,,",3
2919,"Good,,,,,,,,,,,,,,,,",4
2920,"its gonna be awesome ,,,,,,,,,,,,,,,,",4
2921,"i do alreayd,,,,,,,,,,,,,,,,",4
2922,"were ur fires big?,,,,,,,,,,,,,,,,",4
2923,"ahh i c,,,,,,,,,,,,,,,,",4
2924,"Naah not much to it,,,,,,,,,,,,,,,,",4
2925,"If ica n stop kissing you long enough,,,,,,,,,,,,,,,,",5
2926,"If it's nice, we can go to the beach,,,,,,,,,,,,,,,",4
2927,"I'd be there at nine if you want,,,,,,,,,,,,,,,,",4
2928,"I'd love to,,,,,,,,,,,,,,,,",4
2929,"sure,,,,,,,,,,,,,,,,",4
2930,"i only got one close neighbor,,,,,,,,,,,,,,,,",6
2931,"not rlly in the country,,,,,,,,,,,,,,,,",4
2932,"close,,,,,,,,,,,,,,,,",4
2933,"Back,,,,,,,,,,,,,,,,",4
2934,"specially after i called,,,,,,,,,,,,,,,,",4
2935,"Good,,,,,,,,,,,,,,,,",4
2936,"oh no way,,,,,,,,,,,,,,,,",4
2937,"it makes me feel good all over, it just makes me smile,,,,,,,,,,,,,,,",4
2938,"Good,,,,,,,,,,,,,,,,",4
2939,"excited now?,,,,,,,,,,,,,,,,",4
2940,"yah,,,,,,,,,,,,,,,,",4
2941,"it makes it wet by massaging?,,,,,,,,,,,,,,,,",4
2942,"Uh huh,,,,,,,,,,,,,,,,",4
2943,"Ease you finger around your clit,,,,,,,,,,,,,,,,",5
2944,"mostly when we kissed i got like that,,,,,,,,,,,,,,,,",5
2945,"even tho he was a sucky kisser,,,,,,,,,,,,,,,,",5
2946,"He never tried to make you cum with hos hand/,,,,,,,,,,,,,,,,",5
2947,"He never tried to putin a finger?,,,,,,,,,,,,,,,,",5
2948,"yah he did,,,,,,,,,,,,,,,,",4
2949,"no,,,,,,,,,,,,,,,,",4
2950,"Maybe you are big enough then,,,,,,,,,,,,,,,,",4
2951,"ooho rlly?,,,,,,,,,,,,,,,,",4
2952,"Maybe,,,,,,,,,,,,,,,,",4
2953,"k,,,,,,,,,,,,,,,,",4
2954,"no not rlly,,,,,,,,,,,,,,,,",4
2955,"(,,,,,,,,,,,,,,,,",4
2956,"think seh suspects anything?,,,,,,,,,,,,,,,,",6
2957,"i ws real careful today,,,,,,,,,,,,,,,,",4
2958,"Ok,,,,,,,,,,,,,,,,",4
2959,"If not you can call,,,,,,,,,,,,,,,,",2
2960,"ooh yah!!,,,,,,,,,,,,,,,,",4
2961,"I wanna hear you whispering in my ear,,,,,,,,,,,,,,,,",3
2962,"So lets be real careful,,,,,,,,,,,,,,,,",6
2963,"The law says you have to be older,,,,,,,,,,,,,,,,",6
2964,"LOL ok,,,,,,,,,,,,,,,,",4
2965,"I'll call you my Sweet,,,,,,,,,,,,,,,,",3
2966,"I think you are worth the risk,,,,,,,,,,,,,,,,",4
2967,"Me too,,,,,,,,,,,,,,,,",4
2968,""" 5'9"""""",,,,,,,,,,,,,,,,",4
2969,""" You're 5'2"""""",,,,,,,,,,,,,,,,",3
2970,"Ok,,,,,,,,,,,,,,,,",4
2971,"Cmere,,,,,,,,,,,,,,,,",4
2972,"oh yah?,,,,,,,,,,,,,,,,",4
2973,"lol,,,,,,,,,,,,,,,,",4
2974,"I was looking at your pics again,,,,,,,,,,,,,,,,",3
2975,"i looked at urs too lol,,,,,,,,,,,,,,,,",4
2976,"Old man huh?,,,,,,,,,,,,,,,,",4
2977,"plz dont say that,,,,,,,,,,,,,,,,",4
2978,"i like u,,,,,,,,,,,,,,,,",4
2979,"ty,,,,,,,,,,,,,,,,",4
2980,"Iwann akiss em,,,,,,,,,,,,,,,,",5
2981,"that is the sweetest thing neone ever said to me,,,,,,,,,,,,,,,,",3
2982,"aww i wanna to u to,,,,,,,,,,,,,,,,",4
2983,"Bet your lil butt fits my hand perfectly,,,,,,,,,,,,,,,,",5
2984,"kool lol,,,,,,,,,,,,,,,,",4
2985,"Good,,,,,,,,,,,,,,,,",4
2986,"brb gonna get sumthing to drink,,,,,,,,,,,,,,,,",4
2987,"yah lol,,,,,,,,,,,,,,,,",4
2988,"Some one you rejected probably,,,,,,,,,,,,,,,,",4
2989,"it was mean,,,,,,,,,,,,,,,,",4
2990,"i wish i knew how to do that stuff,,,,,,,,,,,,,,,,",4
2991,"I'd have you squirming,,,,,,,,,,,,,,,,",4
2992,"Excited now?,,,,,,,,,,,,,,,,",4
2993,"D,,,,,,,,,,,,,,,,",4
2994,"Awww,,,,,,,,,,,,,,,,",4
2995,"You're not afarid someoen will come to your house while we're there?,,,,,,,,,,,,,,,,",6
2996,"my gram dont drive,,,,,,,,,,,,,,,,",4
2997,"Ok,,,,,,,,,,,,,,,,",4
2998,"k,,,,,,,,,,,,,,,,",4
2999,"i will this week,,,,,,,,,,,,,,,,",4
3000,"im so weird bout it,,,,,,,,,,,,,,,,",4
3001,"i do,,,,,,,,,,,,,,,,",4
3002,"noway,,,,,,,,,,,,,,,,",4
3003,"good,,,,,,,,,,,,,,,,",4
3004,"And holding you close,,,,,,,,,,,,,,,,",3
3005,"wow,,,,,,,,,,,,,,,,",4
3006,"I don't have casual sex,,,,,,,,,,,,,,,,",5
3007,"Too many bad things out there,,,,,,,,,,,,,,,,",4
3008,"We wre together a kinda long time,,,,,,,,,,,,,,,,",3
3009,"I guess it was love,,,,,,,,,,,,,,,,",3
3010,"3 years,,,,,,,,,,,,,,,,",4
3011,"wat happened?,,,,,,,,,,,,,,,,",4
3012,"y were her parents so mean?,,,,,,,,,,,,,,,,",4
3013,"25 now,,,,,,,,,,,,,,,,",4
3014,"thats sad,,,,,,,,,,,,,,,,",4
3015,"I'm glad,,,,,,,,,,,,,,,,",4
3016,"Ok Sweety, think of me,,,,,,,,,,,,,,,",3
3017,"ok,,,,,,,,,,,,,,,,",4
3018,"Nite my Sweet,,,,,,,,,,,,,,,,",0
3019,"Hey, are you on?,,,,,,,,,,,,,,,",4
3020,"hi,,,,,,,,,,,,,,,,",4
3021,"Heeey Sweety,,,,,,,,,,,,,,,,",1
3022,"how r u doin?,,,,,,,,,,,,,,,,",2
3023,"Darn,,,,,,,,,,,,,,,,",4
3024,"Good,,,,,,,,,,,,,,,,",4
3025,"How was school?,,,,,,,,,,,,,,,,",2
3026,"Just quit work,,,,,,,,,,,,,,,,",4
3027,"worked hard?,,,,,,,,,,,,,,,,",4
3028,"Oh ok,,,,,,,,,,,,,,,,",4
3029,"just for u,,,,,,,,,,,,,,,,",4
3030,"np,,,,,,,,,,,,,,,,",4
3031,"Darn, cmere anyway,,,,,,,,,,,,,,,",4
3032,"me to,,,,,,,,,,,,,,,,",4
3033,"Good things?,,,,,,,,,,,,,,,,",4
3034,"Mom working later?,,,,,,,,,,,,,,,,",6
3035,"yep!! ,,,,,,,,,,,,,,,,",4
3036,"i cant til she leaves,,,,,,,,,,,,,,,,",4
3037,"Cool,,,,,,,,,,,,,,,,",4
3038,"Been trying anything?,,,,,,,,,,,,,,,,",4
3039,"wel i did a lil bit last nite,,,,,,,,,,,,,,,,",4
3040,"Not nice?,,,,,,,,,,,,,,,,",4
3041,"Good,,,,,,,,,,,,,,,,",4
3042,"Find the spot I told you about/,,,,,,,,,,,,,,,,",4
3043,"Cool,,,,,,,,,,,,,,,,",4
3044,"i cant wait,,,,,,,,,,,,,,,,",4
3045,"u r funny,,,,,,,,,,,,,,,,",2
3046,"lol,,,,,,,,,,,,,,,,",4
3047,"Yep,,,,,,,,,,,,,,,,",4
3048,"i dotn think i would,,,,,,,,,,,,,,,,",4
3049,"D< ,,,,,,,,,,,,,,,,",4
3050,"-*,,,,,,,,,,,,,,,,",4
3051,"awww,,,,,,,,,,,,,,,,",4
3052,"Hard to believ you'd be intested in me,,,,,,,,,,,,,,,,",3
3053,"Good,,,,,,,,,,,,,,,,",4
3054,"and u dont make me feel like a lil kid,,,,,,,,,,,,,,,,",2
3055,"ok,,,,,,,,,,,,,,,,",4
3056,"see you in a bit,,,,,,,,,,,,,,,,",0
3057,"hi uy,,,,,,,,,,,,,,,,",4
3058,"),,,,,,,,,,,,,,,,",4
3059,"ok,,,,,,,,,,,,,,,,",4
3060,"so it dont matter,,,,,,,,,,,,,,,,",4
3061,"Cool,,,,,,,,,,,,,,,,",4
3062,"Uh huh,,,,,,,,,,,,,,,,",4
3063,"they just beg to be kissed,,,,,,,,,,,,,,,,",5
3064,"I do,,,,,,,,,,,,,,,,",4
3065,"See you then,,,,,,,,,,,,,,,,",0
3066,"I'll let you know when I get back so you can call,,,,,,,,,,,,,,,,",3
3067,"Cmere,,,,,,,,,,,,,,,,",4
3068,"Nothing to it,, a grease fire on a stove,,,,,,,,,,,,,,",4
3069,"Just greasey soot,,,,,,,,,,,,,,,,",4
3070,"Glad to hear that,,,,,,,,,,,,,,,,",4
3071,"yah it was awful,,,,,,,,,,,,,,,,",4
3072,"Go lock the doors then,,,,,,,,,,,,,,,,",4
3073,"thank you,,,,,,,,,,,,,,,,",4
3074,"Good,,,,,,,,,,,,,,,,",4
3075,"Ido,,,,,,,,,,,,,,,,",4
3076,""" The lil boy behind me looked at his Mom and said""""momma"","" that man smells like barb Q"""""",,,,,,,,,,,,,,,",4
3077,"lmao,,,,,,,,,,,,,,,,",4
3078,"It sucked baaad,,,,,,,,,,,,,,,,",4
3079,"i bet it did,,,,,,,,,,,,,,,,",4
3080,"i saw one,,,,,,,,,,,,,,,,",4
3081,"Yep,,,,,,,,,,,,,,,,",4
3082,"That's what a water drop looks like from the bottom,,,,,,,,,,,,,,,,",4
3083,"but u save sumones like to,,,,,,,,,,,,,,,,",4
3084,"Listening to it now,,,,,,,,,,,,,,,,",4
3085,"oh me to,,,,,,,,,,,,,,,,",4
3086,"You been a good girl?,,,,,,,,,,,,,,,,",2
3087,"No, it was a minor injury,,,,,,,,,,,,,,,",4
3088,"No, it depends on the call,,,,,,,,,,,,,,,",4
3089,"well thats good for u rite?,,,,,,,,,,,,,,,,",4
3090,"n me! lol,,,,,,,,,,,,,,,,",4
3091,"LOL yep,,,,,,,,,,,,,,,,",4
3092,"),,,,,,,,,,,,,,,,",4
3093,"Just heard the call wind down,,,,,,,,,,,,,,,,",4
3094,"oh wow,,,,,,,,,,,,,,,,",4
3095,"Yep,,,,,,,,,,,,,,,,",4
3096,"well i think u r a hero,,,,,,,,,,,,,,,,",4
3097,"Naaah,,,,,,,,,,,,,,,,",4
3098,"Ok,,,,,,,,,,,,,,,,",4
3099,"You can pay me with a kiss then,,,,,,,,,,,,,,,,",5
3100,"Good,,,,,,,,,,,,,,,,",4
3101,"Yep,,,,,,,,,,,,,,,,",4
3102,"Really?,,,,,,,,,,,,,,,,",4
3103,"Then you'll call?,,,,,,,,,,,,,,,,",4
3104,"Heey,,,,,,,,,,,,,,,,",4
3105,"Iguess you had enough of me for the night,,,,,,,,,,,,,,,,",4
3106,"awake?,,,,,,,,,,,,,,,,",4
3107,"Heey Sweety,,,,,,,,,,,,,,,,",3
3108,"Not mad,,,,,,,,,,,,,,,,",4
3109,"yah,,,,,,,,,,,,,,,,",4
3110,"LOl MySweet,,,,,,,,,,,,,,,,",3
3111,"Try to get your friend to sott a pic or two,,,,,,,,,,,,,,,,",2
3112,"nite greg,,,,,,,,,,,,,,,,",0
3113,"D< ,,,,,,,,,,,,,,,,",4
3114,"how r u?,,,,,,,,,,,,,,,,",2
3115,"Fine,, now,,,,,,,,,,,,,,",4
3116,"kool,,,,,,,,,,,,,,,,",4
3117,"Great,,,,,,,,,,,,,,,,",4
3118,"Oh ok,,,,,,,,,,,,,,,,",4
3119,"kool,,,,,,,,,,,,,,,,",4
3120,"BRB,,,,,,,,,,,,,,,,",4
3121,"lol,,,,,,,,,,,,,,,,",4
3122,"u dont mind drivin that?,,,,,,,,,,,,,,,,",4
3123,"Hell no,,,,,,,,,,,,,,,,",4
3124,"yay!!,,,,,,,,,,,,,,,,",4
3125,"hey since we r gonna go for a drive can u s how me where u live ?,,,,,,,,,,,,,,,,",2
3126,"Any time you want,,,,,,,,,,,,,,,,",4
3127,"You still here?,,,,,,,,,,,,,,,,",4
3128,"Lives close?,,,,,,,,,,,,,,,,",4
3129,"eat supper n do sum pics,,,,,,,,,,,,,,,,",2
3130,"Great,,,,,,,,,,,,,,,,",4
3131,"I can't wait,,,,,,,,,,,,,,,,",4
3132,"u wanna meet on the beach or my house?,,,,,,,,,,,,,,,,",2
3133,"Wanna call now?,,,,,,,,,,,,,,,,",4
3134,"It takes a minute to buckle your harness,,,,,,,,,,,,,,,,",4
3135,"im so excited,,,,,,,,,,,,,,,,",4
3136,"),,,,,,,,,,,,,,,,",4
3137,"Doesn't have to be sexy or anything,, just you,,,,,,,,,,,,,,",5
3138,"ok,,,,,,,,,,,,,,,,",4
3139,"heck yah,,,,,,,,,,,,,,,,",4
3140,"Go ok?,,,,,,,,,,,,,,,,",4
3141,"yah it was ok,,,,,,,,,,,,,,,,",4
3142,"more finger?,,,,,,,,,,,,,,,,",4
3143,"Good,,,,,,,,,,,,,,,,",4
3144,"Take it easy,,,,,,,,,,,,,,,,",4
3145,"i just felt funny bout doin it to myself,,,,,,,,,,,,,,,,",4
3146,"yah a lil bit,,,,,,,,,,,,,,,,",4
3147,"k,,,,,,,,,,,,,,,,",4
3148,"lol ok,,,,,,,,,,,,,,,,",4
3149,"D,,,,,,,,,,,,,,,,",4
3150,"i will luv that to,,,,,,,,,,,,,,,,",4
3151,"hmm idk,,,,,,,,,,,,,,,,",4
3152,"Not too late though,,,,,,,,,,,,,,,,",4
3153,"30,,,,,,,,,,,,,,,,",4
3154,"unless u want me to?,,,,,,,,,,,,,,,,",4
3155,"Your secret lover,,,,,,,,,,,,,,,,",3
3156,"Ohh yes,,,,,,,,,,,,,,,,",4
3157,"Come over anytime,,,,,,,,,,,,,,,,",2
3158,"do u think ur son would say nething tho?,,,,,,,,,,,,,,,,",4
3159,"well i could come when he wasnt around,,,,,,,,,,,,,,,,",6
3160,"Yep,,,,,,,,,,,,,,,,",4
3161,"yah its kold now,,,,,,,,,,,,,,,,",4
3162,"It will be warmer Saturday,,,,,,,,,,,,,,,,",4
3163,"Saturday,,,,,,,,,,,,,,,,",4
3164,"do u hafta go on ur trip?,,,,,,,,,,,,,,,,",2
3165,"omg,,,,,,,,,,,,,,,,",4
3166,"oh im so happy now,,,,,,,,,,,,,,,,",4
3167,"All your's for the weekend,,,,,,,,,,,,,,,,",2
3168,"very kool,,,,,,,,,,,,,,,,",4
3169,"i would luv that to,,,,,,,,,,,,,,,,",4
3170,"lol,,,,,,,,,,,,,,,,",4
3171,"Good,,,,,,,,,,,,,,,,",4
3172,"yup,,,,,,,,,,,,,,,,",4
3173,"Great, me too,,,,,,,,,,,,,,,",4
3174,"its cold,,,,,,,,,,,,,,,,",4
3175,"geesh,,,,,,,,,,,,,,,,",4
3176,"so no,,,,,,,,,,,,,,,,",4
3177,"He better not, you're taken,,,,,,,,,,,,,,,",3
3178,"n i felt like sumeone was starin n i saw him at the crack in the door,,,,,,,,,,,,,,,,",4
3179,"yah,,,,,,,,,,,,,,,,",4
3180,"Yeah,,,,,,,,,,,,,,,,",4
3181,"see you about 930 or so?,,,,,,,,,,,,,,,,",0
3182,"How was dinner?,,,,,,,,,,,,,,,,",2
3183,"Cool,,,,,,,,,,,,,,,,",4
3184,"i didnt get no pics,,,,,,,,,,,,,,,,",2
3185,"her flash thing was messed up n all the ones we took were real dark,,,,,,,,,,,,,,,,",4
3186,"rlly?,,,,,,,,,,,,,,,,",4
3187,"rlly?,,,,,,,,,,,,,,,,",4
3188,"UH,,,,,,,,,,,,,,,,",4
3189,"Have you been in a good mood?,,,,,,,,,,,,,,,,",2
3190,"lol,,,,,,,,,,,,,,,,",4
3191,"I'll be there,,,,,,,,,,,,,,,,",4
3192,"she is off next two days,,,,,,,,,,,,,,,,",6
3193,"Cool,,,,,,,,,,,,,,,,",4
3194,"lol,,,,,,,,,,,,,,,,",4
3195,"Do you know where hwy 100 comes in?,,,,,,,,,,,,,,,,",4
3196,"oooh,,,,,,,,,,,,,,,,",4
3197,"it would be kool if i could c it to,,,,,,,,,,,,,,,,",4
3198,"I'll look for the place you find, to make sure we are talking about the same place,,,,,,,,,,,,,,,",2
3199,"Come on down, we'll be in a big white chevy surburban,,,,,,,,,,,,,,,",0
3200,"as we can get,,,,,,,,,,,,,,,,",4
3201,"ok,,,,,,,,,,,,,,,,",4
3202,"k,,,,,,,,,,,,,,,,",4
3203,"4 and 3,,,,,,,,,,,,,,,,",4
3204,"awwww,,,,,,,,,,,,,,,,",4
3205,"yah,,,,,,,,,,,,,,,,",4
3206,"Yep,,,,,,,,,,,,,,,,",4
3207,"Yep,,,,,,,,,,,,,,,,",4
3208,"i gotta zoom in and c wat ur ole gf looks like lol,,,,,,,,,,,,,,,,",5
3209,"she is cute,,,,,,,,,,,,,,,,",2
3210,"who is ,,,,,,,,,,,,,,,,",4
3211,"Her daughter,,,,,,,,,,,,,,,,",4
3212,"well lol i know that,,,,,,,,,,,,,,,,",4
3213,"lol im jealous,,,,,,,,,,,,,,,,",4
3214,"does she do other work to?,,,,,,,,,,,,,,,,",4
3215,"She's a vet tech at UF vet school,,,,,,,,,,,,,,,,",6
3216,"in,,,,,,,,,,,,,,,,",4
3217,"thats great,,,,,,,,,,,,,,,,",4
3218,")),,,,,,,,,,,,,,,,",4
3219,"kool,,,,,,,,,,,,,,,,",4
3220,"D,,,,,,,,,,,,,,,,",4
3221,"lol,,,,,,,,,,,,,,,,",4
3222,"or did u miss her?,,,,,,,,,,,,,,,,",3
